,genres,title,release_date,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
113060,Simulation,Train Simulator: Return to Maerdy Loco Add-On,2015-12-04,325956,MeshTools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113061,Simulation,TS Marketplace: BRV 50T BORAIL EB/EC Wagons Pack,2015-12-04,326031,Fastline Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113062,"Action, Casual",Nyan Cat: Lost In Space,2015-12-04,415420,isTom Games Kft.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113063,"Adventure, Indie, RPG, Simulation",Our Love Will Grow,2015-12-04,423770,John Wizard,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
113064,"Free to Play, Indie","Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015-12-04,409160,Crows Crows Crows,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
113065,"Action, Adventure, Indie",Earth Overclocked,2015-12-04,387060,Chronicle Bench,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113066,"Indie, RPG",Pendragon Rising,2015-12-04,423320,Choice of Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113068,"Indie, RPG",Community College Hero: Trial by Fire,2015-12-04,423120,Hosted Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113070,"Casual, Indie, Strategy",Monstro: Battle Tactics,2014-01-09,369310,Retrocade.net,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113072,"Action, RPG",DRAGON QUEST HEROES™ Slime Edition,2015-12-03,410850,"KOEI TECMO GAMES CO., LTD.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113073,"Action, Indie",Warhammer: End Times - Vermintide Sigmar's Blessing,2015-12-03,419070,Fatshark,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113074,"Action, Casual, Indie",Beatbuddy: On Tour,2015-12-04,412970,Threaks,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113075,"RPG, Strategy",Lords of Magic: Special Edition,1997-11-19,404040,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
113076,Strategy,Lords of the Realm,1994-11-30,254920,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113077,"RPG, Strategy",Lords of the Realm II,1996-10-31,397350,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
113078,"Simulation, Strategy",Lords of the Realm III,2004-03-17,254860,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
113079,"Adventure, Casual",Vampire Legends: The True Story of Kisilova,2015-12-03,414660,Organic 2 Digital Studio,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113080,Indie,Blood Code OST,2015-12-29,414110,Weixi Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113082,"Action, Indie, RPG, Strategy",Steel Rain,2015-12-03,387240,"PolarityFlow,Adrian Zingg",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113083,"Indie, Massively Multiplayer, RPG",The Black Watchmen - Season 2: Enduring Conflict,2015-12-03,396810,Alice &amp; Smith,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
113086,"Action, RPG",Save Your Mother,2015-12-03,423740,Tuomo Laine,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113087,"Casual, Indie",The BoX,2015-12-07,424750,White Clover Worlds,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113088,"Action, Adventure, Casual, Indie",ShipLord,2015-12-02,422250,Just1337 Studio,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113092,Strategy,Militia,2015-12-02,421260,BrainGoodGames,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113093,"Adventure, RPG",Legacy of Dorn: Herald of Oblivion,2015-12-02,389850,Tin Man Games,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113094,"Casual, Free to Play, Indie",Carpe Diem - Extra Package,2015-12-01,425120,Eyzi,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
113096,RPG,Ruzar - The Life Stone,2015-12-02,366510,Hammer Glass Studio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113097,"Action, Adventure, Indie",Corgi Warlock,2015-12-03,414920,Xander's Corgi Arcade,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113099,"Adventure, Casual, Indie",The Last Dream: Developer's Edition,2015-12-03,395860,Specialbit Studio,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113100,"Action, Adventure, Casual, Indie",Beatbuddy: Tale of the Guardians - Original Soundtrack,2015-12-04,257310,Threaks,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113101,"Indie, RPG, Strategy",Jagged Alliance Online: Reloaded - Echo,2015-12-03,416712,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113102,"Indie, RPG, Strategy",Jagged Alliance Online: Reloaded - Ivan,2015-12-03,416710,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113103,"Indie, RPG, Strategy",Jagged Alliance Online: Reloaded - Raven,2015-12-03,416713,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113104,"Indie, RPG, Strategy",Jagged Alliance Online: Reloaded - Shadow,2015-12-03,416711,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113105,Action,Tom Clancy's Rainbow Six® Siege,2015-12-01,359550,Ubisoft Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113106,"Action, Adventure, Indie",Super Mega Bob,2015-12-03,391960,Jenito,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113107,"Action, Indie, Racing, Sports",Rocket League® - Chaos Run DLC Pack,2015-12-01,408610,"Psyonix, Inc.",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
113109,Adventure,Adventure Time: Finn and Jake Investigations,2015-12-01,369300,Vicious Cycle Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113110,"Action, Adventure, Casual, Indie",The Legend of Dark Witch,2015-12-01,420770,INSIDE SYSTEM,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113111,Adventure,Adventure Time: Artifact Checking,2015-12-01,413790,Vicious Cycle Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113112,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access",The Isle,2015-12-01,376210,Afterthought LLC,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
113113,"Adventure, Indie, RPG",Samsa and the Knights of Light,2015-12-02,371320,"Atixx,ClorithStudio",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113114,"Casual, Simulation",Construction Simulator 2015: St. John’s Hospital Fuchsberg,2015-12-02,404281,weltenbauer. Software Entwicklung GmbH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113115,"Action, Adventure, Casual, Indie, Strategy",Hit Tank PRO,2015-12-02,423760,Bacq Stellan,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113117,"Casual, Simulation",CITYCONOMY: Service for your City,2015-12-02,304580,Nano Games sp. z o.o.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113118,"Action, Free to Play, Massively Multiplayer, RPG",Sphere III: Enchanted World,2015-08-18,397040,NIKITA ONLINE,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
113120,"Action, Casual, Indie",GOCCO OF WAR: Theme Song,2015-12-02,419951,peakvox,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113121,"Adventure, Indie",Mayjasmine Episode01 - What is God?,2015-12-02,417110,Erotes studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113122,"Action, Indie",Planet Diver,2015-11-30,417980,Fabraz,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113123,"Action, Adventure",Just Cause™ 3 - Mini-Gun Racing Boat,2015-12-01,388291,Avalanche Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113124,"Action, Adventure",Just Cause™ 3 - Combat Buggy,2015-12-01,388290,Avalanche Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113125,"Action, Adventure",Just Cause™ 3 - Capstone Bloodhound RPG,2015-12-01,388294,Avalanche Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113126,"Action, Adventure",Just Cause™ 3 - Rocket Launcher Sports Car,2015-12-01,388292,Avalanche Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113127,"Action, Adventure, Casual, Indie, Strategy",Plastiland,2015-12-01,421880,"FreshGem,Zillion Whales",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113128,"Action, Adventure",Just Cause™ 3 - Final Argument Sniper Rifle,2015-12-01,388293,Avalanche Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113129,"Action, Indie",Expander,2015-12-01,410470,All Civilized Planets,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113130,"Simulation, Strategy",Content Pack - Europa Universalis IV: The Cossacks,2015-12-01,373380,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
113131,"Simulation, Strategy",Expansion - Europa Universalis IV: The Cossacks,2015-12-01,373370,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
113132,"Adventure, Casual, Simulation, Strategy",Adelantado Trilogy. Book one,2015-12-01,423600,Realore,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
113133,"Simulation, Strategy",Europa Universalis IV: Sabaton Soundtrack,2015-12-01,415680,Sabaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
113134,Indie,Dissonance: An Interactive Novelette,2015-12-01,421620,Philip Royer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113137,"Casual, Indie, Strategy",Tenshu General,2015-12-01,363180,SmartArt Game Studio,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113138,"Adventure, Indie, Simulation",Don't Starve: Shipwrecked,2015-12-01,393010,"Klei Entertainment,Capybara Games",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
113139,"Indie, Simulation, Early Access",Professor Why™: The Quantum Eye,2015-12-01,369460,Professor Why,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
113140,"Action, Casual",Relic Alone,2015-11-26,419000,"NTT Plala Inc.,Roconilo Project",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113141,"Adventure, Indie",Miko Gakkou Monogatari: Kaede Episode,2015-08-16,332370,xinoro,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113142,Sports,Handball 16,2015-11-27,384320,Eko Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113143,"Action, Adventure, Casual, Indie",Akuatica,2015-11-27,401330,Tianyu Studio,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113145,"Action, Adventure, Indie",Wicked Witches,2015-11-27,411630,Ectoplasm Studio Inc.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113147,"Action, Adventure, Indie, Strategy",Cryptark Soundtrack,2015-11-30,424120,Alientrap,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113148,"Casual, Free to Play, Indie, Massively Multiplayer, RPG, Early Access",Legend of Dungeon: Masters,2015-11-30,405980,Robot Loves Kitty,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
113150,"Casual, Free to Play, Indie",Carpe Diem,2015-11-30,423880,Eyzi,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
113151,"Action, Adventure, Indie",Yet Another World,2015-11-30,411740,energy milk,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113152,"Adventure, Free to Play, Indie, Early Access",I must kill...: Fresh Meat,2015-11-30,420880,Gaming Cats Studio,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
113153,"Free to Play, Massively Multiplayer, RPG, Strategy",Might &amp; Magic Heroes Online,2015-11-24,336520,Blue Byte,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
113154,"Action, Adventure, Casual, Indie, Strategy, Early Access",Dead Acres,2015-11-24,404550,Glowstick Entertainment,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113161,"Action, Adventure, Indie, RPG",KRUM - Edge Of Darkness,2015-11-24,420210,HA Studio Ltd.,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113162,"Adventure, Indie, RPG, Strategy",Dungeon of the Endless™ - Rescue Team Add-on,2015-11-24,407200,AMPLITUDE Studios,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113163,Indie,Albert and Otto - Original Soundtrack,2015-11-24,418580,Nikola Kostic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113164,"Adventure, Casual, Indie, RPG",Lost Labyrinth Extended Version,2015-11-24,420920,Markus Döbele,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113165,"Adventure, Indie, RPG, Strategy",Dungeon of the Endless™ - Organic Matters Update,2015-11-24,407210,AMPLITUDE Studios,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113166,"Racing, Simulation, Sports",Project CARS - Classic Lotus Track Expansion,2015-11-24,334782,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
113172,"Adventure, Casual",CLANNAD,2015-11-23,324160,VisualArts/Key,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113174,"Adventure, RPG",The Deed,2015-11-23,420740,"Pilgrim Adventures,GrabTheGames Studios",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113175,"Adventure, Indie",The Land Of Lamia,2015-11-23,385310,Eddy Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113176,"Action, Indie, Strategy",Mighty Switch Force! Academy,2015-11-23,350210,WayForward,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113177,"Adventure, Indie",Days Under Custody,2015-11-23,412730,Abraham Carreola,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113178,"Action, Casual, Indie, Early Access",Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015-11-23,342530,Magic Pants,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113180,"Indie, RPG, Simulation, Strategy, Early Access",Idle Civilization,2015-11-23,418910,Very Simple Idea Studios,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
113181,"Adventure, Casual, Strategy",Goblin Defenders: Steel‘n’ Wood,2013-08-21,416310,Alawar Entertainment,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113182,"Action, Indie",Umihara Kawase Shun: Steam Edition,2015-11-24,384700,Studio Saizensen,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113183,"Action, Indie",Super Snow Fight,2015-11-24,365090,Patrick God,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113184,"Indie, Massively Multiplayer, Strategy",ABD - Legacy Edition,2015-11-20,388030,"Robert Bonner,Boris Blosse,Jack Hanley,Ben Rawles",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
113185,Action,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015-11-20,403700,"Ben 'Yahtzee' Croshaw,Collected Worlds",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113187,"Action, Indie, Racing",Switch Galaxy Ultra,2015-11-20,359060,Atomicom Limited,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
113188,"Action, Indie, Racing",Switch Galaxy Ultra Music Pack 1,2015-11-20,381191,Atomicom Limited,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
113190,Indie,Freedom Poopie,2015-10-16,400130,Electroplasmatic Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113191,Simulation,Home Design 3D,2015-01-30,420000,Anuman Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113192,"Indie, RPG",A Study in Steampunk: Choice by Gaslight,2015-11-20,421630,Hosted Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113195,"Action, Indie, RPG",Vendetta - Curse of Raven's Cry,2015-11-20,386280,Reality Pump Studios,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113196,"Indie, Simulation, Sports, Strategy",Tactical Soccer The New Season,2015-11-20,400380,EGCL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
113197,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,2015-11-20,417860,Kyle Seeley,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
113198,"Action, Indie",Entropy Rising,2015-11-20,334830,Autotivity Entertainment,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113199,"Action, Indie",12 is Better Than 6,2015-11-20,410110,Ink Stains Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113200,"Casual, Indie, RPG, Simulation, Strategy",Tabletop Simulator - Euphoria: Build a Better Dystopia,2015-11-20,417300,"Berserk Games,Stonemaier Games",0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
113202,"Adventure, Indie, Simulation",Time Tenshi,2015-11-20,420950,Silver Cow Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
113203,"Simulation, Sports, Strategy",Draft Day Sports College Basketball 3,2015-11-20,413460,Wolverine Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
113204,"Indie, Simulation",Terraformer Expedition to Mars,2014-05-07,298220,"Vermont Software Studios,LLC",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
113205,"Adventure, Casual, Indie, RPG",Arevan - Official Guide,2015-11-20,386130,Overcloud9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113206,Indie,The Tape,2015-11-19,387930,Kazakov Oleg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113208,RPG,Tales of Zestiria - Additional Chapter: Alisha's Story,2015-10-19,382470,BANDAI NAMCO Studio Inc.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113211,"Adventure, Casual, Indie",Tick Tock Isle,2015-11-19,418440,Squiddershins,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113212,"Adventure, Casual, Indie",Angels That Kill,2015-11-20,383240,Rising Sun Interactive,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113213,"Action, Indie",Signal to Noise,2015-11-20,380210,Solanimus Inc.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113214,"Adventure, Indie, RPG",Nusakana,2015-11-19,401290,Studio Namaapa,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113215,Adventure,The Consuming Shadow,2015-11-20,403830,Ben 'Yahtzee' Croshaw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113216,"Indie, RPG, Strategy",Thea: The Awakening,2015-11-20,378720,MuHa Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113217,"Casual, Indie, Simulation",Wildlife Camp,2010-03-19,338630,b-alive gmbh,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
113218,"Adventure, Indie, RPG, Strategy",Hard West,2015-11-18,307670,CreativeForge Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113219,"Casual, Indie, RPG",Chronicles of a Dark Lord: Rhapsody Clash,2015-11-20,418310,Kisareth Studios,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113221,"Casual, Indie",hocus,2015-11-18,418040,"Yunus Ayyildiz,Sho Ohhira",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113223,Casual,Hoyle Official Card Games,2015-11-18,397420,Webfoot Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113224,"Adventure, Casual",Chronicles of the Witches and Warlocks,2015-11-18,396850,8Floor,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113226,"Adventure, Casual, Strategy",Rescue Team 5,2015-09-30,416320,Rionix,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113230,"Action, Adventure",Assassin's Creed® Syndicate,2015-11-18,368500,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113232,"Casual, Indie",Dr. Bulbaceous,2015-11-19,388540,Wetgenes,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113233,Simulation,"Train Simulator: LMS Coronation Class ""Duchess of Hamilton"" Loco Add-On",2015-11-19,325989,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113234,"Simulation, Strategy",Scourge of War: Waterloo,2015-11-19,369390,NorbSoftDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
113236,"Indie, RPG, Strategy, Early Access",Heresy,2015-11-19,416160,dark made games,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113237,"Action, Adventure, Indie, RPG, Early Access",Dungeon Kingdom: Sign of the Moon,2015-11-19,329040,Hydro Games,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113239,"Casual, Indie, Strategy",Ticket to Ride - India,2015-11-19,350270,Days of Wonder,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113240,"Action, Adventure, Casual, Indie, Simulation",Yohjo Simulator,2015-11-17,415950,DEADFACTORY,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
113242,"Casual, Indie",Cross Set,2015-11-17,415400,Cuveet Story,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113244,"Action, Casual, Indie",GOCCO OF WAR,2015-11-18,346730,"peakvox,O-TWO inc.",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113245,"Casual, Indie",Highschool Romance,2015-11-18,398100,Dharker Studio,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113246,"Action, Casual, Indie, Racing, Simulation, Sports",VRC PRO Electric 1:8 Buggy,2015-11-18,419980,Virtual Racing Industries Ltd.,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
113247,"Adventure, Free to Play, Simulation",Back to Dinosaur Island,2015-11-18,412940,Crytek,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
113248,Simulation,FSX: Steam Edition - Grumman EA-6B Prowler Add-On,2015-11-18,379243,Virtavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113250,Simulation,FSX: Steam Edition - Grumman A-6E Intruder Add-On,2015-11-18,379242,Virtavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113251,"Action, Casual, Indie, Sports",Tennis in the Face,2015-11-18,394290,10tons Ltd,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
113252,"Action, Indie",Last Horizon,2015-11-18,394220,Pixeljam,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113253,"Adventure, Indie",The Rivers of Alice - Extended Version,2015-11-16,411590,"Delirium Studios,pequeño salto mortal",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113254,"Action, Indie, Strategy",Thank You: The Game 2,2015-11-16,419660,Endless Loop Studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113255,"Action, Indie, Strategy",Survivor Squad: Gauntlets,2015-11-16,331720,Endless Loop Studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113256,Simulation,Black Shark 2: Republic Campaign,2015-11-16,316961,Eagle Dynamics SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113257,"Action, Adventure, Casual, Indie, Strategy",Shadow Ninja: Apocalypse,2015-11-16,389160,Boogygames Studios,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113258,"Action, Adventure, Casual, Indie, Strategy",Shadow Ninja: Endless Runner,2015-11-14,420050,Boogygames Studios,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113259,"Adventure, Indie, RPG, Strategy",ADOM (Ancient Domains Of Mystery),2015-11-16,333300,"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
113264,"Action, Indie",Knight Squad,2015-11-16,294000,Chainsawesome Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
